"","nazwa","teryt"
"2026","Łęczna - obszar wiejski","061003_5"
"2027","STRZYŻEWICE","060912_2"
"2028","PONIATOWA - OBSZAR WIEJSKI","061206_5"
"2029","DĘBOWA KŁODA","061301_2"
"2030","PARCZEW","061304_4"
"2031","Piaski - miasto w gminie miejsko-wiejskiej","061703_4"
"2032","Rachanie","061807_2"
"2033","URSZULIN","061905_2"
"2034","Puławy - gmina","061409_2"
"2035","DĘBLIN","061601_1"
"2036","WĄWOLNICA","061410_2"
"2037","Rybczewice","061704_2"
"2038","JANOWIEC","061403_2"
"2039","WOLA UHRUSKA","061907_2"
"2040","Nielisz","062007_2"
"2041","WŁODAWA","061906_2"
"2042","Szczebrzeszyn - miasto w gminie miejsko-wiejskiej","062013_4"
"2043","Witnica miasto","080107_4"
"2044","Bobrowice","080202_2"
"2045","Świebodzin miasto","080805_4"
"2046","Torzym miasto","080705_4"
"2047","Słubice obszar wiejski","080505_5"
"2048","Trzciel - miasto","080306_4"
"2049","Drezdenko - obszar wiejski","080602_5"
"2050","Brody","081103_2"
"2051","Małomice miasto","081005_4"
"2052","Bojadła","080902_2"
"2053","SZLICHTYNGOWA - MIASTO","081202_4"
"2054","SZLICHTYNGOWA - OBSZAR WIEJSKI","081202_5"
"2055","DĄBROWICE","100203_2"
"2056","Łask - miasto","100302_4"
"2057","PIĄTEK","100406_2"
"2058","Łowicz","100501_1"
"2059","Nowosolna","100608_2"
"2060","Koluszki - miasto","100607_4"
"2061","KIEŁCZYGŁÓW","100902_2"
"2062","UJAZD","101610_2"
"2063","GŁUCHÓW","101502_2"
"2064","TOMASZÓW MAZOWIECKI","101601_1"
"2065","BUDZISZEWICE","101603_2"
"2066","RZECZYCA","101608_2"
"2067","OSTRÓWEK","101706_2"
"2068","BOLESŁAWIEC","101801_2"
"2069","CZARNOŻYŁY","101702_2"
"2070","WIERZCHLAS","101710_2"
"2071","Szadek - miasto","101902_4"
"2072","Głowno - gmina","102005_2"
"2073","BRZEZINY","102101_1"
"2074","ŁÓDŹ-ŚRÓDMIEŚCIE","106105_9"
"2075","Mszana Dolna","120702_1"
"2076","Jodłownik","120704_2"
"2077","Chrzanów - obszar wiejski","120303_5"
"2078","Trzebinia - miasto","120305_4"
"2079","Trzebinia - obszar wiejski","120305_5"
"2080","Lipnica Murowana","120104_2"
"2081","Gnojnik","120205_2"
"2082","Radgoszcz","120406_2"
"2083","Michałowice","120608_2"
"2084","Olkusz - G","121205_5"
"2085","KOZŁÓW","120803_2"
"2086","Świątniki Górne","120614_5"
"2087","Lisia Góra","121603_2"
"2088","Radziemice","121406_2"
"2089","Zakliczyn - obszar wiejski","121614_5"
"2090","Bystra-Sidzina","121504_2"
"2091","Jordanów - gmina","121505_2"
"2092","Maków Podhalański - miasto","121506_4"
"2093","Chełmek - obszar wiejski","121303_5"
"2094","Pałecznica","121404_2"
"2095","M. Nowy Sącz","126201_1"
"2096","Gdów","121902_2"
"2097","M. tarnów","126301_1"
"2098","GLINOJECK-gm","140203_5"
"2099","BIAŁOBRZEGI - MIASTO","140101_4"
"2100","RADZANÓW","140103_2"
"2101","GARWOLIN","140301_1"
"2102","PARYSÓW","140309_2"
"2103","GRÓJEC - MIASTO","140605_4"
"2104","Magnuszew","140706_2"
"2105","Sieciechów","140707_2"
"2106","JABŁONNA","140802_2"
"2107","CHOTCZA","140901_2"
"2108","LIPSKO - OBSZAR WIEJSKI","140903_5"
"2109","Serock - obszar wiejski","140804_5"
"2110","LIPOWIEC KOŚCIELNY","141303_2"
"2111","MIŃSK MAZOWIECKI","141201_1"
"2112","SIENNICA","141213_2"
"2113","SULEJÓWEK","141215_1"
"2114","SZYDŁOWO","141308_2"
"2115","MŁAWA","141301_1"
"2116","Brok - obszar wiejski","141604_5"
"2117","BARANOWO","141501_2"
"2118","Brok-miasto","141604_4"
"2119","Ostrów Mazowiecka","141601_1"
"2120","Pomiechówek","141405_2"
"2121","Karczew - obszar wiejski","141704_5"
"2122","Szulborze Wielkie","141609_2"
"2123","TARCZYN - OBSZAR WIEJSKI","141806_5"
"2124","DZIERZĄŻNIA","142005_2"
"2125","BABOSZEWO","142003_2"
"2126","SIERPC","142701_1"
"2127","ZAWIDZ","142707_2"
"2128","Wodynie","142612_2"
"2129","MICHAŁOWICE","142104_2"
"2130","KRZYNOWŁOGA MAŁA","142206_2"
"2131","PRZASNYSZ","142207_2"
"2132","ŚWIERCZE","142405_2"
"2133","SKARYSZEW - OBSZAR WIEJSKI","142510_5"
"2134","GOZDOWO","142702_2"
"2135","ROŚCISZEWO","142704_2"
"2136","MŁODZIESZYN","142804_2"
"2137","SOCHACZEW - GMINA","142807_2"
"2138","KOSÓW LACKI - MIASTO","142905_4"
"2139","OROŃSKO","143004_2"
"2140","IZABELIN","143202_2"
"2141","RZĄŚNIK","143503_2"
"2142","ŁOCHÓW - MIASTO","143305_4"
"2143","KORYTNICA","143303_2"
"2144","KOBYŁKA","143401_1"
"2145","WOŁOMIN - OBSZAR WIEJSKI","143412_5"
"2146","NAMYSŁÓW - OBSZAR WIEJSKI","160602_5"
"2147","Iwonicz Zdrój - G","180703_5"
"2148","Jedlicze - M","180704_4"
"2149","Korczyna","180705_2"
"2150","Krościenko Wyżne","180706_2"
"2151","Bielsk Podlaski - gmina","200303_2"
"2152","ZAWADZKIE - OBSZAR WIEJSKI","161107_5"
"2153","WOŁCZYN - MIASTO","160404_4"
"2154","ZDZIESZOWICE - MIASTO","160505_4"
"2155","NYSA - OBSZAR WIEJSKI","160705_5"
"2156","DOBRODZIEŃ - MIASTO","160801_4"
"2157","ŚWIERCZÓW","160604_2"
"2158","Brzostek - obszar wiejski","180302_5"
"2159","Czarna","180103_2"
"2160","Kołaczyce - gmina","180505_5"
"2161","Ustrzyki Dolne","180108_5"
"2162","Dzikowiec","180606_2"
"2163","Iwonicz Zdrój - M","180703_4"
"2164","Stawiski - miasto","200605_4"
"2165","CZEREMCHA","200503_2"
"2166","STRZELCE OPOLSKIE - OBSZAR WIE","161105_5"
"2167","Jedwabne - obszar wiejski","200701_5"
"2168","Brzozów - M","180201_4"
"2169","DROHICZYN MIASTO","201002_4"
"2170","KULESZE KOŚCIELNE","201306_2"
"2171","PRZEROŚL","201204_2"
"2172","MIELNIK","201005_2"
"2173","Czarna Dąbrówka","220103_2"
"2174","SZUDZIAŁOWO","201110_2"
"2175","Borzytuchom","220101_2"
"2176","NURZEC - STACJA","201007_2"
"2177","Miasto Pruszcz Gdański","220401_1"
"2178","Przodkowo","220503_2"
"2179","Nowy Staw - Obszar Wiejski","220907_5"
"2180","Skarszewy","221309_5"
"2181","Chmielno","220501_2"
"2182","Sztum - M","221605_4"
"2183","Stary Dzierzgoń","221603_2"
"2184","Morzeszczyn","221403_2"
"2185","Kobylnica","221206_2"
"2186","LYSKI","241204_2"
"2187","Radzionków","241303_1"
"2188","Poczesna","240413_2"
"2189","Chorzów","246301_1"
"2190","Koniecpol Gmina","240406_5"
"2191","Sośnicowice - Miasto","240506_4"
"2192","Racibórz","241101_1"
"2193","Krzepice - obszar wiejski","240602_5"
"2194","CZERWIONKA-LESZCZYNY (W)","241201_5"
"2195","Poraj","240904_2"
"2196","Miasteczko Śląskie","241302_1"
"2197","Siewierz-miasto","240107_4"
"2198","Blachownia Miasto","240401_4"
"2199","Toszek","240507_5"
"2200","Pszczyna-miasto","241005_4"
"2201","Kuźnia Raciborska - obszar wiejski","241105_5"
"2202","Węgierska Górka","241715_2"
"2203","KOŃSKIE - obszar wiejski","260503_5"
"2204","IMIELNO","260201_2"
"2205","KAZIMIERZA WIELKA - miasto","260303_4"
"2206","BUSKO-ZDRÓJ - miasto","260101_4"
"2207","GOWARCZÓW","260502_2"
"2208","Ćmielów - miasto","260704_4"
"2209","Ćmielów - obszar wiejski","260704_5"
"2210","OPATÓW GMINA","260604_5"
"2211","Bogoria - obszar wiejski","261201_2"
"2212","Bałtów","260702_2"
"2213","Zawichost - obszar wiejski","260909_5"
"2214","Suchedniów - obszar wiejski","261005_5"
"2215","Połaniec - miasto","261205_4"
"2216","KLUCZEWSKO","261301_2"
"2217","Miasto Zalewo","280707_4"
"2218","TOLKMICKO - MIASTO","280409_4"
"2219","PISZ - MIASTO","281603_4"
"2220","JEZIORANY","281406_4"
"2221","SORKWITY","281005_2"
"2222","Janowo","281102_2"
"2223","SZCZYTNO","281706_2"
"2224","MIASTO MIŁAKOWO","281506_4"
"2225","WĘGORZEWO - MIASTO","281903_4"
"2226","M. Elbląg","286101_1"
"2227","GOŁDAP - MIASTO","281803_4"
"2228","MIŁOMŁYN","281507_5"
"2229","ŚWIĘTAJNO","281707_2"
"2230","TRZEMESZNO - MIASTO","300309_4"
"2231","TRZCIANKA - miasto","300207_4"
"2232","Budzyń","300102_2"
"2233","M. Olsztyn","286201_1"
"2234","Chodzież - obszar wiejski","300103_2"
"2235","LUBASZ","300205_2"
"2236","KISZKOWO","300304_2"
"2237","CEKÓW-KOLONIA","300703_2"
"2238","PERZÓW","300805_2"
"2239","ŁUBOWO","300306_2"
"2240","LISKÓW","300706_2"
"2241","GRZEGORZEW","300905_2"
"2242","SZCZYTNIKI","300710_2"
"2243","SOMPOLNO OBSZAR WIEJSKI","301010_5"
"2244","BARANÓW","300801_2"
"2245","Rakoniewice - obszar wiejski","300504_5"
"2246","ZDUNY - MIASTO","301206_4"
"2247","LWÓWEK - obszar wiejski","301502_5"
"2248","OBORNIKI-OBSZAR WIEJSKI","301601_5"
"2249","MIKSTAT - Obszar wiejski","301806_5"
"2250","SULMIERZYCE","301201_1"
"2251","KRZYWIŃ - miasto","301104_4"
"2252","WYRZYSK - OBSZAR WIEJSKI","301908_5"
"2253","PIŁA","301901_1"
"2254","Lipno","301302_2"
"2255","NOWY TOMYŚL - gmina wiejska","301504_5"
"2256","DORUCHÓW","301802_2"
"2257","WYSOKA - MIASTO","301909_4"
"2258","Rawicz miasto","302205_4"
"2259","SŁUPCA","302306_2"
"2260","MIKSTAT - miasto","301806_4"
"2261","Odolanów obszar wiejski","301703_5"
"2262","GIZAŁKI","302004_2"
"2263","SŁUPCA","302301_1"
"2264","STĘSZEW-MIASTO","302114_4"
"2265","OSTRORÓG-MIASTO","302405_4"
"2266","WAPNO","302806_2"
"2267","M. Leszno","306301_1"
"2268","KALISZ POMORSKI - Miasto","320303_4"
"2269","Gmina Maszewo","320403_5"
"2270","Miasto Goleniów","320402_4"
"2271","Trzebiatów - miasto","320508_4"
"2272","Cedynia - G","320602_5"
"2273","Sianów obszar wiejski","320907_5"
"2274","Rymań","320805_2"
"2275","GMINA POSTOMINO","321305_2"
"2276","Ustronie Morskie","320807_2"
"2277","MIASTO SŁAWNO","321302_1"
"2278","Borne Sulinowo - Miasto","321504_4"
"2279","RUTKI","201403_2"
"2280","Bukowno","121201_1"
"2281","DOBRYSZYCE","101202_2"
"2282","Mordy - obszar wiejski","142605_5"
"2283","GRONOWO ELBLĄSKIE","280403_2"
"2284","Telatyn","061810_2"
"2285","EŁK-gm","280502_2"
"2286","Więcbork","041304_4"
"2287","Stężyca","220506_2"
"2288","Warlubie","041411_2"
"2289","BONIEWO","041803_2"
"2290","Mielec","181101_1"
"2291","Chełmno - Gmina","040402_2"
"2292","Nowe","041406_5"
"2293","PIOTRKÓW KUJAWSKI - O. WIEJSKI","041105_5"
"2294","FABIANKI","041807_2"
"2295","Piaski - obszar wiejski","061703_5"
"2296","Tyrawa Wołoska","181706_2"
"2297","Łękawica","241707_2"
"2298","Kuryłówka","180803_2"
"2299","LGOTA WIELKA","101208_2"
"2300","GRODZICZNO","281203_2"
"2301","Szczecinek - Obszar Wiejski","321506_2"
"2302","JAWORNIK POLSKI","181404_2"
"2303","PURDA","281410_2"
"2304","Grzmiąca","321505_2"
"2305","GRODZISK","201004_2"
"2306","SEJNY","200905_2"
"2307","Stawiski - obszar wiejski","200605_5"
"2308","WĘGORZEWO - OBSZAR WIEJSKI","281903_5"
"2309","SOKÓŁKA - OBSZAR WIEJSKI","201108_5"
"2310","m.Krośniewice","100204_4"
"2311","Poddębice - obszar wiejski","101103_5"
"2312","MĘCINKA","020503_2"
"2313","Sępopol","280106_5"
"2314","SPYTKOWICE","121113_2"
"2315","CZARNKÓW - miasto","300201_1"
"2316","GŁOGÓWEK - OBSZAR WIEJSKI","161002_5"
"2317","Zawoja","121508_2"
"2318","ŁAPSZE NIŻNE","121108_2"
"2319","LIPNICA WIELKA","121107_2"
"2320","SZCZAWNICA","121102_5"
"2321","M. Jelenia Góra","026101_1"
"2322","Platerówka","021006_2"
"2323","Nowa Ruda - gmina","020811_2"
"2324","Lądek-Zdrój - obszar wiejski","020808_5"
"2325","PODGÓRZYN","020608_2"
"2326","PIECHOWICE","020603_1"
"2327","m.Szczuczyn","200405_4"
"2328","Morawica - miasto","260412_4"
"2329","Rejowiec - obszar wiejski","060315_5"
"2330","Morawica - obszar wiejski","260412_5"
"2331","Sanniki - obszar wiejski","140404_5"
"2332","Urzędów - miasto","060708_4"
"2333","Jaraczewo - obszar wiejski","300601_5"
"2334","Dobrzyca - obszar wiejski","302003_5"
"2335","SKIERNIEWICE","101508_2"
"2336","CZARNIA","141502_2"
"2337","Kobiór","241002_2"
"2338","Nowogród - miasto","200704_4"
"2339","M.Gdańsk","226101_1"
"2340","SŁAWA - OBSZAR WIEJSKI","081201_5"
"2341","PILAWA - OBSZAR WIEJSKI","140310_5"
"2342","Krynica Morska - M","221001_1"
"2343","Mirosławiec - Miasto","321703_4"
"2344","Mieszkowice - M","320605_4"
"2345","Władysławowo - obszar wiejski","221104_5"
"2346","Jastarnia - obszar wiejski","221102_5"
"2347","Andrespol","100602_2"
"2348","Pruchnik - obszar wiejski","180407_5"
"2349","Tworóg","241308_2"
"2350","Szydłów - miasto","261208_4"
"2351","Opatowiec - miasto","260304_4"
"2352","PABIANICE - GMINA","100807_2"
"2353","SULEJÓW - MIASTO","101009_4"
"2354","Łomża","200702_2"
"2355","Dziwnów - obszar wiejski","320701_5"
"2356","WIERZCHOWO","320305_2"
"2357","WIELEŃ - gmina wiejska","300208_5"
"2358","Miłki","280606_2"
"2359","Miastko - Obszar Wiejski","220106_5"
"2360","Przywidz","220405_2"
"2361","Narol - obszar wiejski","180905_5"
"2362","Czermin","181103_2"
"2363","Nowa sarzyna - miasto w gminie miejsko-wiejskiej","180805_4"
"2364","Lubaczów","180904_2"
"2365","Miasto Przeworsk","181401_1"
"2366","Głogów Małopolski - miasto w gminie miejsko-wiejskiej","181606_4"
"2367","Krzywcza","181305_2"
"2368","Orły","181307_2"
"2369","ADAMÓWKA","181402_2"
"2370","MIASTO AUGUSTÓW","200101_1"
"2371","LIPSK - MIASTO","200104_4"
"2372","SZTABIN","200107_2"
"2373","STRZYŻÓW - OBSZAR WIEJSKI","181904_5"
"2374","gm. Supraśl","200209_5"
"2375","Zaleszany","181806_2"
"2376","ORLA","200306_2"
"2377","Niemcza - obszar wiejski","020207_5"
"2378","JEŻÓW SUDECKI","020606_2"
"2379","Jemielno","020402_2"
"2380","Lądek-Zdrój - miasto","020808_4"
"2381","Międzybórz - Miasto","021405_4"
"2382","Miasto Mirsk","021204_4"
"2383","Bierutów Gmina","021402_5"
"2384","OŁAWA","021504_2"
"2385","STRZELIN - MIASTO","021704_4"
"2386","BORÓW","021701_2"
"2387","Jaworzyna śląska - miasto","021904_4"
"2388","Strzegom - obszar wiejski","021906_5"
"2389","Środa Śląska - obszar wiejski","021804_5"
"2390","CZARNY BÓR","022104_2"
"2391","OBORNIKI ŚLĄSKIE - OBSZAR WIEJSKI","022001_5"
"2392","BOGUSZÓW-GORCE","022101_1"
"2393","MIEROSZÓW - MIASTO","022106_4"
"2394","Siechnice - miasto","022308_4"
"2395","Sobótka - obszar wiejski","022307_5"
"2396","ZŁOTORYJA","022602_1"
"2397","Zakrzewo","040109_2"
"2398","Koronowo - M","040304_4"
"2399","ŚWIEDZIEBNIA","040209_2"
"2400","Chełmno","040401_1"
"2401","Koronowo - G","040304_5"
"2402","Gniewkowo - M","040703_4"
"2403","Zbójno G","040506_2"
"2404","Pakość","040707_5"
"2405","LIPNO","040806_2"
"2406","Dąbrowa","040901_2"
"2407","Kcynia - miasto","041001_4"
"2408","Świecie","041409_5"
"2409","Książki","041703_2"
"2410","CHODECZ - OBSZAR WIEJSKI","041806_5"
"2411","Cekcyn","041601_2"
"2412","BARUCHOWO","041802_2"
"2413","Gostycyn","041602_2"
"2414","DRELÓW","060104_2"
"2415","Żnin (M)","041906_4"
"2416","TARNOGRÓD","060212_5"
"2417","CHEŁM","060303_2"
"2418","BIŁGORAJ miasto","060201_1"
"2419","TERESPOL - GMINA","060116_2"
"2420","BISZCZA","060204_2"
"2421","Mircze","060405_2"
"2422","POTOK WIELKI","060507_2"
"2423","SAWIN","060310_2"
"2424","DZIERZKOWICE","060703_2"
"2425","Lubartów","060807_2"
"2426","GŁUSK","060905_2"
"2427","Fajsławice","060602_2"
"2428","BYCHAWA GMINA","060903_5"
"2429","JABŁONNA","060906_2"
"2430","NIEDRZWICA DUŻA","060910_2"
"2431","ŁUKÓW","061101_1"
"2432","PONIATOWA - MIASTO","061206_4"
"2433","WOLA MYSŁOWSKA","061111_2"
"2434","PODEDWÓRZE","061305_2"
"2435","RADZYŃ PODLASKI","061501_1"
"2436","Tyszowce - miasto w gminie miejsko-wiejskiej","061812_4"
"2437","KOŃSKOWOLA","061405_2"
"2438","KĄKOLEWNICA","061504_2"
"2439","Zwierzyniec - miasto w gminie miejsko-wiejskiej","062015_4"
"2440","Łabunie","062005_2"
"2441","WYRYKI","061908_2"
"2442","Krasnobród - miasto w gminie miejsko-wiejskiej","062004_4"
"2443","Santok","080106_2"
"2444","Witnica obszar wiejski","080107_5"
"2445","BYTOM ODRZAŃSKI - MIASTO","080402_4"
"2446","NOWE MIASTECZKO - OBSZAR WIEJS","080406_5"
"2447","Skąpe","080803_2"
"2448","BYTOM ODRZAŃSKI - OBSZAR WIEJS","080402_5"
"2449","Zwierzyn","080605_2"
"2450","Sulęcin obszar wiejski","080704_5"
"2451","Krzeszyce","080701_2"
"2452","Iłowa obszar wiejski","081004_5"
"2453","Trzebiechów","080908_2"
"2454","Szprotawa obszar wiejski","081007_5"
"2455","Brzeźnica","081003_2"
"2456","Kargowa obszar wiejski","080904_5"
"2457","Świdnica","080907_2"
"2458","Niegosławice","081006_2"
"2459","Zelów - obszar wiejski","100108_5"
"2460","Zelów - Miasto","100108_4"
"2461","Kleszczów","100104_2"
"2462","Szczerców","100107_2"
"2463","Kluki","100105_2"
"2464","ŁANIĘTA","100207_2"
"2465","ŻARNÓW","100708_2"
"2466","DRZEWICA - OBSZAR WIEJSKI","100702_5"
"2467","DŁUTÓW","100803_2"
"2468","Działoszyn - miasto","100901_4"
"2469","Pajęczno - obszar wiejski","100904_5"
"2470","ROZPRZA","101008_2"
"2471","WOLA KRZYSZTOPORSKA","101010_2"
"2472","KODRĄB","101207_2"
"2473","ŻYTNO","101214_2"
"2474","RADOMSKO","101201_1"
"2475","BIAŁA RAWSKA - OBSZAR WIEJSKI","101302_5"
"2476","Warta - obszar wiejski","101409_5"
"2477","Złoczew - obszar wiejski","101411_5"
"2478","INOWŁÓDZ","101605_2"
"2479","LUBOCHNIA","101606_2"
"2480","OSJAKÓW","101705_2"
"2481","GALEWICE","101803_2"
"2482","LUTUTÓW","101804_2"
"2483","SOKOLNIKI","101806_2"
"2484","Brzeziny - gmina","102102_2"
"2485","Stryków - miasto","102008_4"
"2486","Czernichów","120601_2"
"2487","Libiąż - obszar wiejski","120304_5"
"2488","Gmina Biecz","120502_5"
"2489","Kocmyrzów-Luborzyca","120605_2"
"2490","GOŁCZA","120802_2"
"2491","Dębno","120204_2"
"2492","Limanowa","120701_1"
"2493","Skała","120610_5"
"2494","RABKA-ZDRÓJ","121112_4"
"2495","Sułkowice - G","120907_5"
"2496","Podegrodzie","121014_2"
"2497","MIASTO MIECHÓW","120805_4"
"2498","Ciężkowice - miasto","121601_4"
"2499","Zembrzyce","121509_2"
"2500","Ciężkowice - obszar wiejski","121601_5"
"2501","Kęty Gmina","121304_5"
"2502","Budzów","121503_2"
"2503","Szerzyny","121616_2"
"2504","ANDRYCHÓW - MIASTO","121801_4"
"2505","Podgórze","126104_9"
"2506","STARA BŁOTNICA","140104_2"
"2507","CIECHANÓW-gm","140202_2"
"2508","OJRZEŃ","140206_2"
"2509","GARWOLIN - GMINA","140304_2"
"2510","BOROWIE","140303_2"
"2511","GOSTYNIN","140401_1"
"2512","ŻELECHÓW - OBSZAR WIEJSKI","140314_5"
"2513","MILANÓWEK","140501_1"
"2514","BELSK DUŻY","140601_2"
"2515","GOSZCZYN","140604_2"
"2516","JAKUBÓW","141208_2"
"2517","TROSZYN","141511_2"
"2518","SZREŃSK","141307_2"
"2519","STUPSK","141306_2"
"2520","TARCZYN - MIASTO","141806_4"
"2521","Celestynów","141703_2"
"2522","WYSZOGRÓD-OBSZAR WIEJSKI","141915_5"
"2523","MAŁA WIEŚ","141908_2"
"2524","NOWY DUNINÓW","141909_2"
"2525","PIASTÓW","142101_1"
"2526","MOCHOWO","142703_2"
"2527","PRZASNYSZ","142201_1"
"2528","WINNICA","142406_2"
"2529","PIONKI","142501_1"
"2530","ŁOMIANKI - OBSZAR WIEJSKI","143205_5"
"2531","SABNIE","142907_2"
"2532","SOKOŁÓW PODLASKI","142901_1"
"2533","STARE BABICE","143207_2"
"2534","LESZNO","143204_2"
"2535","POLICZNA","143602_2"
"2536","BIEŻUŃ-obszar wiejski","143701_5"
"2537","LUTOCIN","143704_2"
"2538","KAZANÓW","143601_2"
"2539","ZIELONKA","143404_1"
"2540","WAWER","146514_8"
"2541","Pawłowiczki","160304_2"
"2542","URSUS","146512_8"
"2543","ŁUBNIANY","160905_2"
"2544","KOLONOWSKIE - MIASTO","161103_4"
"2545","NIEMODLIN - MIASTO","160907_4"
"2546","WOLA","146518_8"
"2547","KLUCZBORK - MIASTO","160402_4"
"2548","Brzozów - G","180201_5"
"2549","Raniżów","180605_2"
"2550","NYSA - MIASTO","160705_4"
"2551","KAMIENNIK","160702_2"
"2552","GORZÓW ŚLĄSKI - OBSZAR WIEJSKI","160802_5"
"2553","PRASZKA - OBSZAR WIEJSKI","160804_5"
"2554","NAMYSŁÓW - MIASTO","160602_4"
"2555","Nozdrzec","180206_2"
"2556","BRAŃSK GMINA","200305_2"
"2557","ZAWADZKIE - MIASTO","161107_4"
"2558","DUBICZE CERKIEWNE","200505_2"
"2559","BOĆKI","200304_2"
"2560","RUDKA","200307_2"
"2561","IZBICKO","161101_2"
"2562","Kołaczyce - miasto","180505_4"
"2563","MOŃKI - OBSZAR WIEJSKI","200806_5"
"2564","PUŃSK","200904_2"
"2565","Jedwabne - miasto","200701_4"
"2566","SOKOŁY","201308_2"
"2567","DĄBROWA BIAŁOSTOCKA - OBSZAR WIEJSKI","201101_5"
"2568","Tuchomie","220110_2"
"2569","WYSOKIE MAZOWIECKIE","201310_2"
"2570","CZŁUCHÓW","220301_1"
"2571","Sierakowice","220504_2"
"2572","Parchowo","220107_2"
"2573","Zblewo","221313_2"
"2574","Sulęczyno","220507_2"
"2575","Lębork","220801_1"
"2576","Kępice","221205_4"
"2577","Pruszcz Gdański","220404_2"
"2578","Bobowo","221304_2"
"2579","Tczew - M","221401_1"
"2580","Ustka","221201_1"
"2581","Nowy Dwór Gdański-G","221002_5"
"2582","Potęgowo","221207_2"
"2583","Lipusz","220606_2"
"2584","Skórcz","221310_2"
"2585","Dzierzgoń - G","221601_5"
"2586","Mikołajki Pomorskie","221602_2"
"2587","Mikołów","240802_1"
"2588","Koszarawa","241705_2"
"2589","Radziechowy-Wieprz","241710_2"
"2590","Miasto Bielsko-Biała","246101_1"
"2591","Pszczyna-obszar wiejski","241005_5"
"2592","Bestwina","240202_2"
"2593","Kruszyna","240408_2"
"2594","Kuźnia Raciborska - miasto","241105_4"
"2595","Miedźno","240604_2"
"2596","Koszęcin","240706_2"
"2597","Krzanowice - miasto","241103_4"
"2598","Wojkowice","240103_1"
"2599","Ożarowice","241306_2"
"2600","Czernichów","241702_2"
"2601","Porąbka","240208_2"
"2602","Łodygowice","241708_2"
"2603","Herby","240704_2"
"2604","Gliwice","246601_1"
"2605","Mniów","260411_2"
"2606","SĘDZISZÓW - obszar wiejski","260206_5"
"2607","M. Mysłowice","247001_1"
"2608","Górno","260406_2"
"2609","Raków","260416_2"
"2610","Strawczyn","260418_2"
"2611","Piekoszów","260414_2"
"2612","Miedziana Góra","260410_2"
"2613","SMYKÓW","260507_2"
"2614","OBRAZÓW","260906_2"
"2615","MIRZEC","261103_2"
"2616","WĄCHOCK - MIASTO","261105_4"
"2617","ŁONIÓW","260905_2"
"2618","JĘDRZEJÓW - obszar wiejski","260202_5"
"2619","KAZIMIERZA WIELKA - obszar wiejski","260303_5"
"2620","KLIMONTÓW","260903_2"
"2621","Michałów","260803_2"
"2622","STASZÓW - MIASTO","261207_4"
"2623","KRASOCIN","261302_2"
"2624","MOSKORZEW","261303_2"
"2625","MIASTO DZIAŁDOWO","280301_1"
"2626","RYN-miasto","280608_4"
"2627","STARE JUCHY","280505_2"
"2628","RESZEL - MIASTO","280805_4"
"2629","SROKOWO","280806_2"
"2630","OLSZTYNEK","281409_5"
"2631","ROZOGI","281705_2"
"2632","RUCIANE-NIDA - OBSZAR WIEJSKI","281604_5"
"2633","PASYM - MIASTO","281704_4"
"2634","MRĄGOWO","281003_2"
"2635","BISKUPIEC","281402_4"
"2636","OLECKO - MIASTO","281304_4"
"2637","Krobia - obszar wiejski","300403_5"
"2638","KRZYŻ WIELKOPOLSKI - obszar wiejski","300204_5"
"2639","NIECHANOWO","300308_2"
"2640","Margonin - miasto","300104_4"
"2641","GOLINA MIASTO","301001_4"
"2642","Granowo","300501_2"
"2643","Pogorzela - obszar wiejski","300406_5"
"2644","KOŚCIELEC","300908_2"
"2645","OSIEK MAŁY","300910_2"
"2646","MIĘDZYCHÓD - miasto","301403_4"
"2647","OPALENICA - gmina wiejska","301505_5"
"2648","Krzemieniewo","301301_2"
"2649","ZBĄSZYŃ","301506_5"
"2650","KROTOSZYN - OBSZAR WIEJSKI","301204_5"
"2651","Osieczna - Obszar Wiejski","301303_5"
"2652","Święciechowa","301305_2"
"2653","CZERMIN","302002_2"
"2654","SIERAKÓW - miasto","301404_4"
"2655","OSTRZESZÓW - obszar wiejski","301807_5"
"2656","Odolanów miasto","301703_4"
"2657","WYSOKA - OBSZAR WIEJSKI","301909_5"
"2658","Sieroszewice","301707_2"
"2659","Bojanowo miasto","302201_4"
"2660","Jutrosin miasto","302202_4"
"2661","BUK-MIASTO","302103_4"
"2662","MOSINA-OBSZAR WIEJSKI","302110_5"
"2663","SZAMOTUŁY-MIASTO","302407_4"
"2664","ŁOBŻENICA - MIASTO","301904_4"
"2665","MIASTECZKO KRAJEŃSKIE","301905_2"
"2666","Dobra obszar wiejski","302703_5"
"2667","Miejska Górka miasto","302203_4"
"2668","Malanów","302705_2"
"2669","Przemęt","302901_2"
"2670","ZAGÓRÓW - MIASTO","302308_4"
"2671","Władysławów","302709_2"
"2672","KSIĄŻ WIELKOPOLSKI - gmina wiejska","302603_5"
"2673","Dobra miasto","302703_4"
"2674","DOLSK - obszar wiejski","302602_5"
"2675","GOŁAŃCZ OBSZAR WIEJSKI","302803_5"
"2676","Recz - obszar wiejski","320206_5"
"2677","Golczewo - miasto","320702_4"
"2678","Wolin - obszar wiejski","320706_5"
"2679","JASTROWIE - OBSZAR WIEJSKI","303102_5"
"2680","Rewal","320507_2"
"2681","Choszczno - obszar wiejski","320202_5"
"2682","DRAWSKO POMORSKIE - Miasto","320302_4"
"2683","TARNÓWKA","303106_2"
"2684","Pełczyce - obszar wiejski","320205_5"
